,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
381,0.0,0.0,0.004361,1.0,0.0,0.0,0.00074,0.0,2.03,0.0,1.77712,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06092,0.0,0.0,0.0,1.0,8.0,4.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.03,0.009619,2.05,1.0,0.0,0.003367,0.0,175.0,2.0,0.00472,0.0,0.030953,0.0,b'clean'
382,0.0,0.0,0.0,0.0,0.0,0.0,0.000234,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06092,0.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.004532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009619,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.030953,0.0,b'clean'
383,1.0,0.0,0.0,1.0,0.0,1.03,0.005587,0.0,0.0,0.000549,9.5123,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.03,0.237287,0.0,0.000762,0.0,4.0,73.0,8.0,12.0,3.0,2.0,0.0,0.0,66.0,1.01,39.0,0.0,0.000547,0.00513,2.02,0.0,6.0,3.05,4.0,0.0,4.0,0.0,0.0,0.0,2.02,0.019312,3.09,1.0,0.002775,0.00343,0.002072,57.0,10.0,0.002882,2.02,0.031428,0.0,b'clean'
384,0.0,0.003895,0.0,5.0,0.0,2.03,0.037127,0.00126,0.0,0.003147,7.96788,0.0,1.01,2.04,0.0,0.0,0.0,33.0,0.00132,2.03,0.252799,0.0,0.0,4.16,8.0,87.0,0.0,7.0,2.0,1.0,0.0,0.0,21.0,0.0,41.0,0.01088,0.004132,0.015459,1.01,2.27,8.0,4.14,3.0,0.0,3.0,0.0,1.02,0.0,1.01,0.035669,1.01,5.0,0.002006,0.001761,0.011504,9.0,6.0,0.001619,5.64,0.099588,0.004861,b'clean'
385,2.0,0.0,0.0,0.0,0.0,0.0,0.001147,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.061715,0.0,0.0,0.0,3.0,107.0,1.0,14.0,2.0,1.0,0.0,0.0,91.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010097,1.01,1.0,0.0,0.002519,0.0,23.0,12.0,0.0,0.0,0.033928,0.0,b'clean'
386,0.0,0.0,0.007298,0.0,0.0,0.0,0.005539,0.0,6.1,0.0,3.30831,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.096281,0.0,0.0,0.0,0.0,14.0,5.0,5.0,7.0,5.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.011635,7.14,0.0,0.0,0.017533,0.0,157.0,5.0,0.007401,0.0,0.031038,0.0,b'clean'
387,0.0,0.0,0.0,0.0,0.0,0.0,0.000665,0.0,0.0,0.0,1.56044,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.052586,0.0,0.0,0.0,2.0,7.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008031,0.0,2.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.024708,0.0,b'clean'
388,0.0,0.008192,0.0,2.0,0.0,0.0,0.031087,0.0,0.0,0.0,1.39536,0.0,0.0,1.01,0.0,0.0,0.0,9.0,0.0,0.0,0.065265,0.0,0.0,1.01,2.0,43.0,0.0,7.0,1.0,0.0,0.0,0.0,21.0,0.0,15.0,0.008289,0.0,0.008872,0.0,1.06,2.0,1.02,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.016472,0.0,4.0,0.0,0.0,0.007621,0.0,4.0,0.0,1.08,0.06599,0.00887,b'clean'
389,0.0,0.0,0.000941,0.0,0.0,1.01,0.005856,0.0,1.01,0.000835,9.36692,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.01,0.235736,0.0,0.0,0.0,1.0,11.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.000904,0.0,1.01,0.0,5.0,1.02,2.0,0.0,2.0,0.0,0.0,0.0,2.02,0.019793,0.0,0.0,0.000877,0.0,0.000805,0.0,2.0,0.001574,0.0,0.034427,0.0,b'clean'
390,4.0,0.012251,0.0,1.0,0.0,1.01,0.09423,0.0,0.0,0.023449,15.5993,0.0,1.01,1.01,0.0,0.0,0.0,29.0,0.014356,1.01,0.460971,0.0,0.001986,1.04,9.0,156.0,0.0,14.0,3.0,1.0,0.0,0.0,91.0,1.01,82.0,0.01598,0.023311,0.022688,2.02,1.13,10.0,4.17,3.0,0.0,3.0,0.0,0.0,0.0,2.02,0.064446,3.04,3.0,0.002692,0.005131,0.019682,21.0,10.0,0.002212,6.49,0.132967,0.012931,b'clean'
391,2.0,0.0,0.00145,1.0,0.0,0.0,0.002616,0.0,2.02,0.0,5.98276,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.159804,0.0,0.0,0.0,3.0,48.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.004997,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.015881,1.01,1.0,0.0,0.001646,0.0,6.0,2.0,0.001521,1.03,0.034432,0.0,b'clean'
392,0.0,0.0,0.000833,0.0,0.0,0.0,0.003397,0.0,1.01,0.0,3.30831,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.096281,0.0,0.0,0.0,1.0,9.0,4.0,3.0,5.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.011635,3.07,0.0,0.0,0.004833,0.0,64.0,3.0,0.000766,0.0,0.031038,0.0,b'clean'
393,6.0,0.01774,0.0,14.0,0.0,7.12,0.255267,0.001422,0.0,0.02922,25.5219,0.0,4.05,5.07,0.0,0.0,0.0,41.0,0.016617,4.09,0.784625,0.0,0.0,9.26,10.0,296.0,0.0,18.0,1.0,2.0,0.0,0.0,153.0,0.0,94.0,0.024512,0.030752,0.027675,7.09,6.07,11.0,11.64,20.0,0.0,11.0,0.0,2.05,0.0,7.09,0.116361,0.0,17.0,0.027761,0.0,0.027806,0.0,7.0,0.026654,14.98,0.275399,0.018515,b'buggy'
394,0.0,0.0,0.0,0.0,0.0,0.0,0.004113,0.0,0.0,0.0,3.96663,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.10933,0.0,0.0,1.02,4.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.000589,0.0,0.00057,1.01,0.0,4.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.011996,1.01,0.0,0.000545,0.001646,0.000584,7.0,1.0,0.000741,1.04,0.030977,0.0,b'clean'
395,0.0,0.0,0.0,9.0,0.0,0.0,0.032041,0.0,0.0,0.0,18.6755,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.472019,0.0,0.003121,5.09,11.0,34.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.11,28.0,0.00364,0.0,0.003653,6.07,0.0,11.0,6.19,1.0,0.0,1.0,0.0,0.0,0.0,6.07,0.038926,3.03,9.0,0.005167,0.003222,0.005188,14.0,0.0,0.005843,4.24,0.053428,0.0,b'clean'
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,b'clean'
397,1.0,0.0,0.0,0.0,0.0,0.0,0.008813,0.0,0.0,0.0,1.56044,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.052586,0.0,0.0,0.0,11.0,81.0,13.0,11.0,5.0,1.0,0.0,0.0,55.0,0.0,35.0,0.0,0.0,0.003115,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008031,2.04,2.0,0.0,0.005123,0.0,80.0,8.0,0.0,1.13,0.024708,0.0,b'clean'
398,0.0,0.000725,0.0,5.0,0.0,0.0,0.015287,0.0,0.0,0.0,10.1348,0.0,1.01,1.01,0.0,0.0,0.0,19.0,0.000784,0.0,0.271462,0.0,0.0,3.14,8.0,52.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,28.0,0.003708,0.0,0.009736,2.03,1.04,10.0,3.14,5.0,0.0,5.0,0.0,0.0,0.0,2.03,0.026216,0.0,5.0,0.001615,0.0,0.003888,0.0,4.0,0.001744,5.39,0.045184,0.000779,b'clean'
399,0.0,0.0,0.003986,3.0,0.0,1.01,0.011621,0.0,3.05,0.002713,11.5039,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,1.01,0.305795,0.0,0.0,1.07,6.0,46.0,2.0,10.0,2.0,19.0,0.0,0.0,45.0,0.0,21.0,0.000785,0.001748,0.006002,2.03,0.0,25.0,2.11,4.0,0.0,3.0,1.0,0.0,0.0,3.06,0.029238,1.01,3.0,0.001457,0.001646,0.00141,12.0,10.0,0.004038,3.33,0.051913,0.0,b'clean'
400,4.0,0.0,0.0,2.0,0.0,0.0,0.01403,0.0,0.0,0.0,7.21846,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.213975,0.0,0.0,0.0,12.0,108.0,13.0,14.0,5.0,1.0,0.0,0.0,91.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025257,2.04,5.0,0.0,0.005123,0.0,80.0,9.0,0.0,0.0,0.051013,0.0,b'clean'
401,2.0,0.0,0.0,0.0,0.0,0.0,0.001596,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.061715,0.0,0.0,0.0,7.0,53.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.004997,0.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.010097,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.01,0.033928,0.0,b'clean'
402,0.0,0.0,0.0,1.0,0.0,0.0,0.000219,0.0,0.0,0.0,3.01668,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09829,0.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014198,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.040488,0.0,b'clean'
403,16.0,0.005426,0.001776,13.0,0.0,4.05,0.222613,0.003041,2.02,0.003266,27.4268,0.0,7.14,6.17,0.0,0.0,0.0,92.0,0.006036,4.04,0.691779,0.0,0.001986,9.92,27.0,432.0,2.0,33.0,5.0,2.0,0.0,0.0,528.0,1.01,239.0,0.008982,0.00317,0.020425,9.31,10.08,29.0,17.35,3.0,0.0,2.0,1.0,3.03,0.0,10.32,0.055587,5.37,15.0,0.009181,0.01045,0.016511,73.0,9.0,0.010475,19.65,0.061541,0.005694,b'clean'
404,16.0,0.0,0.0,2.0,0.0,0.0,0.017908,0.0,0.0,0.0,9.04795,0.0,0.0,0.0,2.0,0.0,0.0,137.0,0.0,0.0,0.251191,0.0,0.00199,0.0,13.0,355.0,5.0,19.0,3.0,1.0,0.0,0.0,171.0,2.03,273.0,0.0,0.0,0.007094,0.0,0.0,14.0,1.03,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025725,3.08,3.0,0.0,0.004021,0.001627,65.0,2.0,0.0,3.32,0.042007,0.0,b'buggy'
405,1.0,0.0,0.0,4.0,0.0,0.0,0.011871,0.0,0.0,0.0,12.307,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.302588,0.0,0.0,1.02,4.0,58.0,0.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,32.0,0.00075,0.0,0.006347,1.01,0.0,4.0,3.06,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.02344,1.01,4.0,0.00063,0.001646,0.002308,6.0,4.0,0.000848,3.13,0.03461,0.0,b'clean'
406,5.0,0.003907,0.03288,1.0,0.0,4.05,0.092344,0.003918,21.69,0.00272,18.7155,0.0,0.0,4.13,1.0,1.0,0.0,54.0,0.0,3.04,0.473389,1.01,0.0,7.37,2.0,196.0,0.0,18.0,1.0,66.0,0.000682,0.0,153.0,0.0,61.0,0.006562,0.003877,0.008705,3.03,6.38,68.0,6.39,8.0,0.0,6.0,0.0,4.13,0.0,21.7,0.038688,3.11,5.0,0.003618,0.004245,0.006375,6.0,13.0,0.035193,10.92,0.047615,0.004491,b'clean'
407,0.0,0.000562,0.000806,0.0,0.0,0.0,0.006626,0.000526,1.01,0.0,8.96317,0.0,0.0,1.02,0.0,0.0,0.0,11.0,0.0,0.0,0.226889,0.0,0.0,1.04,4.0,36.0,0.0,8.0,1.0,2.0,0.0,0.0,28.0,0.0,25.0,0.000644,0.0,0.000658,3.04,1.13,6.0,2.09,2.0,0.0,2.0,0.0,1.02,0.0,4.05,0.019388,0.0,0.0,0.001874,0.0,0.001265,0.0,8.0,0.003061,1.1,0.034476,0.000562,b'clean'
408,2.0,0.003487,0.0,4.0,0.0,1.02,0.04321,0.0,0.0,0.001571,10.8049,0.0,3.04,3.04,0.0,0.0,0.0,12.0,0.002921,1.02,0.306018,0.0,0.0,3.11,7.0,72.0,0.0,5.0,1.0,1.0,0.0,2.02,10.0,0.0,28.0,0.004032,0.001292,0.013002,4.06,3.17,8.0,4.28,3.0,0.0,3.0,0.0,0.0,0.002205,4.06,0.032627,2.06,6.0,0.006738,0.002769,0.005892,0.0,3.0,0.007371,7.82,0.054315,0.003851,b'clean'
409,0.0,0.0,0.0,1.0,0.0,0.0,0.000156,0.0,0.0,0.0,1.77712,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.06092,0.0,0.0,0.0,7.0,24.0,0.0,8.0,1.0,1.0,0.0,0.0,28.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009619,0.0,1.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.030953,0.0,b'clean'
410,0.0,0.006093,0.0,12.0,0.0,2.02,0.127435,0.006397,0.0,0.002294,14.5398,0.0,0.0,4.04,0.0,0.0,0.0,12.0,0.0,2.02,0.402685,0.0,0.000669,5.08,8.0,123.0,0.0,8.0,4.0,1.0,0.0,0.0,28.0,1.01,42.0,0.007693,0.001557,0.0188,5.08,4.22,9.0,8.21,5.0,0.0,5.0,0.0,4.04,0.0,5.08,0.040422,7.21,19.0,0.00843,0.010813,0.011838,32.0,8.0,0.008162,11.68,0.057045,0.006538,b'clean'
411,0.0,0.012251,0.015694,2.0,0.0,1.01,0.14763,0.011842,1.01,0.023449,2.57507,0.0,0.0,1.01,0.0,0.0,1.0,23.0,0.0,1.01,0.154779,0.0,0.0,1.08,7.0,76.0,0.0,4.0,1.0,3.0,0.0,0.0,6.0,0.0,37.0,0.01598,0.023311,0.014019,1.02,1.04,10.0,1.11,3.0,0.0,3.0,2.0,1.01,0.0,1.03,0.047388,0.0,3.0,0.022649,0.0,0.016427,6.0,3.0,0.021464,1.22,0.145018,0.012931,b'clean'
412,0.0,0.001754,0.0,0.0,0.0,0.0,0.008271,0.001613,0.0,0.0,6.61569,0.0,0.0,3.08,0.0,0.0,0.0,10.0,0.0,0.0,0.175221,0.0,0.0,3.08,9.0,30.0,0.0,10.0,1.0,1.0,0.0,0.0,45.0,0.0,19.0,0.002027,0.0,0.001912,3.08,3.44,10.0,3.16,1.0,0.0,1.0,0.0,3.08,0.0,3.08,0.016642,4.09,0.0,0.002393,0.003413,0.002013,15.0,10.0,0.002851,3.24,0.031518,0.001989,b'clean'
413,0.0,0.000808,0.00086,1.0,0.0,1.01,0.006377,0.000807,1.01,0.00085,4.50329,0.0,0.0,1.02,0.0,0.0,0.0,9.0,0.0,1.01,0.126056,0.0,0.0,1.03,4.0,26.0,0.0,7.0,3.0,2.0,0.0,0.0,21.0,0.0,14.0,0.000823,0.000736,0.000824,1.01,1.11,6.0,1.04,3.0,0.0,3.0,0.0,1.02,0.0,0.0,0.013768,2.04,1.0,0.000989,0.002712,0.000748,34.0,7.0,0.0,1.1,0.031378,0.000854,b'clean'
414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,b'clean'
415,0.0,0.0,0.005409,0.0,0.0,1.01,0.003131,0.0,4.04,0.000835,7.72196,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,1.01,0.198359,3.03,0.0,0.0,0.0,21.0,0.0,6.0,1.0,9.0,0.001169,0.0,15.0,0.0,8.0,0.0,0.000904,0.004997,1.01,0.0,9.0,1.01,3.0,0.0,3.0,0.0,0.0,0.0,5.05,0.017775,0.0,0.0,0.000877,0.0,0.000805,2.0,6.0,0.006336,1.01,0.034375,0.0,b'clean'
416,0.0,0.0,0.001587,1.0,0.0,0.0,0.003752,0.000503,2.02,0.0,7.4204,0.0,0.0,1.01,0.0,11.0,0.0,0.0,0.0,0.0,0.193055,7.08,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.007253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.01,0.0,0.0,0.0,0.0,1.01,0.0,2.02,0.017787,1.01,1.0,0.0,0.001646,0.000584,9.0,1.0,0.001763,0.0,0.034516,0.000549,b'clean'
417,2.0,0.005921,0.005917,4.0,0.0,2.02,0.120521,0.004887,1.01,0.006695,15.2441,0.0,2.03,2.04,0.0,0.0,0.0,13.0,0.006133,2.02,0.474406,0.0,0.0,3.06,2.0,75.0,0.0,9.0,1.0,0.0,0.0,0.0,36.0,0.0,38.0,0.020031,0.006481,0.025741,3.05,2.3,2.0,5.22,4.0,0.0,4.0,0.0,1.02,0.0,4.06,0.074136,0.0,4.0,0.005303,0.0,0.010751,0.0,4.0,0.011888,5.85,0.191705,0.007389,b'clean'
418,6.0,0.004357,0.0,6.0,0.0,1.01,0.090617,0.002385,0.0,0.001438,20.0741,0.0,4.1,4.16,0.0,0.0,0.0,19.0,0.004545,1.01,0.516704,0.0,0.001986,4.35,18.0,142.0,0.0,14.0,3.0,1.0,0.0,0.0,91.0,1.01,79.0,0.004849,0.00145,0.017801,4.22,5.32,19.0,11.2,3.0,0.0,3.0,0.0,2.06,0.0,4.22,0.044543,3.04,7.0,0.004687,0.005131,0.012828,21.0,7.0,0.004721,11.71,0.061821,0.004788,b'clean'
419,0.0,0.001373,0.005016,1.0,0.0,3.03,0.027254,0.000828,6.1,0.004065,12.5339,0.0,0.0,2.04,0.0,11.0,0.0,10.0,0.0,3.03,0.32952,6.09,0.0,3.1,4.0,30.0,0.0,8.0,2.0,9.0,0.003534,0.0,28.0,0.0,18.0,0.002252,0.002967,0.001566,2.03,2.29,13.0,3.12,2.0,0.0,2.0,0.0,1.01,0.0,7.13,0.03059,3.03,1.0,0.001377,0.003235,0.002244,11.0,5.0,0.006556,2.18,0.051992,0.001462,b'clean'
420,7.0,0.005501,0.0,4.0,0.0,0.0,0.089486,0.00443,0.0,0.0,5.8145,0.0,1.02,1.02,0.0,0.0,0.0,80.0,0.003473,0.0,0.328955,0.0,0.0,3.17,9.0,292.0,0.0,15.0,1.0,1.0,0.0,0.0,105.0,0.0,101.0,0.031014,0.0,0.037125,1.03,1.27,9.0,2.25,2.0,0.0,0.0,1.0,1.01,0.0,1.03,0.090302,0.0,6.0,0.006834,0.0,0.024364,6.0,3.0,0.006785,3.66,0.256859,0.005735,b'clean'
421,3.0,0.003607,0.001037,3.0,0.0,3.16,0.095102,0.003458,1.01,0.002361,12.6913,0.0,1.03,3.17,0.0,0.0,0.0,83.0,0.000761,2.08,0.333497,0.0,0.001447,3.74,5.0,170.0,5.0,22.0,3.0,2.0,0.0,0.0,231.0,2.04,86.0,0.00386,0.003534,0.009696,6.08,5.21,7.0,3.74,18.0,0.0,10.0,0.0,3.14,0.0,6.09,0.0303,5.17,4.0,0.011946,0.006822,0.003706,44.0,19.0,0.012529,6.82,0.044621,0.003852,b'clean'
422,4.0,0.00983,0.0,8.0,0.0,1.06,0.204454,0.002863,0.0,0.0,28.2413,0.0,3.04,6.08,0.0,0.0,0.0,49.0,0.003462,0.0,0.790734,0.0,0.001986,10.49,27.0,259.0,2.0,19.0,5.0,2.0,0.0,0.0,171.0,1.01,135.0,0.018971,0.000904,0.028931,8.24,7.45,29.0,13.09,1.0,0.0,1.0,0.0,2.02,0.0,8.24,0.09095,5.37,14.0,0.011084,0.01045,0.015876,72.0,7.0,0.017797,18.21,0.177829,0.011815,b'clean'
423,0.0,0.0,0.0,1.0,0.0,0.0,0.002715,0.0,0.0,0.0,4.49802,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.126917,0.0,0.0,0.0,9.0,19.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014239,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.034345,0.0,b'clean'
424,0.0,0.0,0.0,1.0,0.0,0.0,0.004133,0.0,0.0,0.0,8.04434,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.205054,0.0,0.0,0.0,0.0,18.0,0.0,7.0,2.0,2.0,0.0,0.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.018029,6.13,1.0,0.0,0.006888,0.0,57.0,7.0,0.0,0.0,0.03437,0.0,b'clean'
425,2.0,0.000448,0.012589,4.0,0.0,0.0,0.030283,0.001558,11.13,0.0,12.2832,0.0,2.02,1.01,0.0,0.0,0.0,21.0,0.001436,0.0,0.330444,0.0,0.005129,4.09,2.0,85.0,28.0,9.0,1.0,7.0,0.0,0.0,36.0,4.18,36.0,0.006355,0.0,0.006044,2.02,1.08,9.0,3.2,3.0,0.0,3.0,0.0,3.03,0.0,13.15,0.033194,2.02,5.0,0.004292,0.002326,0.004924,9.0,7.0,0.017897,4.29,0.069952,0.00054,b'clean'
426,1.0,0.0,0.005788,2.0,0.0,0.0,0.005741,0.0,4.05,0.0,9.57359,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.255362,0.0,0.0,0.0,7.0,68.0,0.0,5.0,1.0,14.0,0.0,0.0,10.0,0.0,26.0,0.0,0.0,0.004532,0.0,0.0,21.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,4.05,0.024261,1.01,2.0,0.0,0.001646,0.0,6.0,4.0,0.006273,1.02,0.040017,0.0,b'buggy'
427,0.0,0.002289,0.0,0.0,0.0,0.0,0.029397,0.002009,0.0,0.0,4.41258,0.0,0.0,1.07,0.0,0.0,0.0,9.0,0.0,0.0,0.138856,0.0,0.00651,1.07,2.0,30.0,110.0,9.0,6.0,1.0,0.0,1.01,36.0,3.25,17.0,0.002378,0.0,0.004641,1.02,1.84,3.0,2.03,1.0,0.0,1.0,0.0,1.07,0.0023,1.02,0.018583,5.9,1.0,0.002417,0.011445,0.004604,412.0,9.0,0.00248,2.35,0.046384,0.002356,b'clean'
428,0.0,0.0,0.0,6.0,0.0,0.0,0.024348,0.0,0.0,0.0,11.9634,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.336504,0.0,0.0,1.01,5.0,52.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.001367,0.0,0.006341,2.02,0.0,5.0,2.03,0.0,0.0,0.0,3.0,0.0,0.0,2.02,0.03517,0.0,6.0,0.003847,0.0,0.00275,0.0,0.0,0.003533,2.04,0.05497,0.0,b'buggy'
429,0.0,0.0,0.013775,5.0,0.0,0.0,0.011106,0.0,3.03,0.0,10.912,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.276409,0.0,0.000966,3.05,8.0,106.0,3.0,16.0,6.0,4.0,0.0,1.01,120.0,1.01,49.0,0.005301,0.0,0.006165,1.01,0.0,12.0,4.06,4.0,1.0,4.0,2.0,0.0,0.000983,4.04,0.02295,3.06,6.0,0.001255,0.005014,0.006275,86.0,14.0,0.014216,3.15,0.032841,0.0,b'buggy'
